CustomerID,Age,Annual Income (k$),Spending Score (1-100)
1,0.019230769230769232,0.0,0.3877551020408163
2,0.057692307692307696,0.0,0.8163265306122449
3,0.038461538461538464,0.00819672131147541,0.05102040816326531
4,0.09615384615384616,0.00819672131147541,0.7755102040816326
5,0.25,0.01639344262295082,0.3979591836734694
6,0.07692307692307693,0.01639344262295082,0.7653061224489796
7,0.3269230769230769,0.02459016393442623,0.05102040816326531
8,0.09615384615384616,0.02459016393442623,0.9489795918367347
9,0.8846153846153846,0.03278688524590164,0.02040816326530612
10,0.23076923076923078,0.03278688524590164,0.7244897959183674
11,0.9423076923076923,0.03278688524590164,0.1326530612244898
12,0.3269230769230769,0.03278688524590164,1.0
13,0.7692307692307693,0.040983606557377046,0.14285714285714285
14,0.11538461538461539,0.040983606557377046,0.7755102040816326
15,0.36538461538461536,0.040983606557377046,0.12244897959183673
16,0.07692307692307693,0.040983606557377046,0.7959183673469388
17,0.3269230769230769,0.04918032786885246,0.3469387755102041
18,0.038461538461538464,0.04918032786885246,0.6632653061224489
19,0.6538461538461539,0.06557377049180328,0.2857142857142857
20,0.3269230769230769,0.06557377049180328,0.9897959183673469
21,0.3269230769230769,0.07377049180327869,0.3469387755102041
22,0.1346153846153846,0.07377049180327869,0.7346938775510204
23,0.5384615384615384,0.08196721311475409,0.04081632653061224
24,0.25,0.08196721311475409,0.7346938775510204
25,0.6923076923076923,0.10655737704918032,0.1326530612244898
26,0.21153846153846154,0.10655737704918032,0.826530612244898
27,0.5192307692307693,0.10655737704918032,0.3163265306122449
28,0.3269230769230769,0.10655737704918032,0.6122448979591837
29,0.4230769230769231,0.11475409836065574,0.30612244897959184
30,0.09615384615384616,0.11475409836065574,0.8775510204081632
31,0.8076923076923077,0.12295081967213115,0.030612244897959183
32,0.057692307692307696,0.12295081967213115,0.7346938775510204
33,0.6730769230769231,0.14754098360655737,0.030612244897959183
34,0.0,0.14754098360655737,0.9285714285714286
35,0.5961538461538461,0.14754098360655737,0.1326530612244898
36,0.057692307692307696,0.14754098360655737,0.8163265306122449
37,0.46153846153846156,0.1557377049180328,0.16326530612244897
38,0.23076923076923078,0.1557377049180328,0.7346938775510204
39,0.34615384615384615,0.18032786885245902,0.25510204081632654
40,0.038461538461538464,0.18032786885245902,0.7551020408163265
41,0.9038461538461539,0.1885245901639344,0.3469387755102041
42,0.11538461538461539,0.1885245901639344,0.9285714285714286
43,0.5769230769230769,0.19672131147540983,0.35714285714285715
44,0.25,0.19672131147540983,0.6122448979591837
45,0.5961538461538461,0.19672131147540983,0.2755102040816326
46,0.11538461538461539,0.19672131147540983,0.6530612244897959
47,0.6153846153846154,0.20491803278688525,0.5510204081632653
48,0.17307692307692307,0.20491803278688525,0.46938775510204084
49,0.21153846153846154,0.20491803278688525,0.41836734693877553
50,0.25,0.20491803278688525,0.41836734693877553
51,0.5961538461538461,0.22131147540983606,0.5204081632653061
52,0.28846153846153844,0.22131147540983606,0.6020408163265306
53,0.25,0.22950819672131148,0.5408163265306123
54,0.7884615384615384,0.22950819672131148,0.6020408163265306
55,0.6153846153846154,0.22950819672131148,0.4489795918367347
56,0.5576923076923077,0.22950819672131148,0.40816326530612246
57,0.6346153846153846,0.23770491803278687,0.5
58,0.9807692307692307,0.23770491803278687,0.45918367346938777
59,0.17307692307692307,0.2540983606557377,0.5102040816326531
60,0.6730769230769231,0.2540983606557377,0.45918367346938777
61,1.0,0.2540983606557377,0.5612244897959183
62,0.019230769230769232,0.2540983606557377,0.5510204081632653
63,0.9423076923076923,0.26229508196721313,0.5204081632653061
64,0.6923076923076923,0.26229508196721313,0.5918367346938775
65,0.8653846153846154,0.27049180327868855,0.5102040816326531
66,0.0,0.27049180327868855,0.5918367346938775
67,0.4807692307692308,0.27049180327868855,0.5
68,0.9615384615384616,0.27049180327868855,0.47959183673469385
69,0.019230769230769232,0.27049180327868855,0.5918367346938775
70,0.2692307692307692,0.27049180327868855,0.46938775510204084
71,1.0,0.2786885245901639,0.5510204081632653
72,0.5576923076923077,0.2786885245901639,0.41836734693877553
73,0.8076923076923077,0.28688524590163933,0.4897959183673469
74,0.8076923076923077,0.28688524590163933,0.5612244897959183
75,0.7884615384615384,0.319672131147541,0.46938775510204084
76,0.15384615384615385,0.319672131147541,0.5408163265306123
77,0.5192307692307693,0.319672131147541,0.5306122448979592
78,0.4230769230769231,0.319672131147541,0.47959183673469385
79,0.09615384615384616,0.319672131147541,0.5204081632653061
80,0.5961538461538461,0.319672131147541,0.41836734693877553
81,0.75,0.319672131147541,0.5102040816326531
82,0.38461538461538464,0.319672131147541,0.5510204081632653
83,0.9423076923076923,0.319672131147541,0.40816326530612246
84,0.5384615384615384,0.319672131147541,0.4387755102040816
85,0.057692307692307696,0.319672131147541,0.5714285714285714
86,0.5769230769230769,0.319672131147541,0.45918367346938777
87,0.7115384615384616,0.3442622950819672,0.5816326530612245
88,0.07692307692307693,0.3442622950819672,0.5510204081632653
89,0.3076923076923077,0.3524590163934426,0.6020408163265306
90,0.6153846153846154,0.3524590163934426,0.45918367346938777
91,0.9615384615384616,0.36065573770491804,0.5510204081632653
92,0.0,0.36065573770491804,0.40816326530612246
93,0.5769230769230769,0.36885245901639346,0.4897959183673469
94,0.4230769230769231,0.36885245901639346,0.3979591836734694
95,0.2692307692307692,0.36885245901639346,0.41836734693877553
96,0.11538461538461539,0.36885245901639346,0.5204081632653061
97,0.5576923076923077,0.36885245901639346,0.46938775510204084
98,0.17307692307692307,0.36885245901639346,0.5
99,0.5769230769230769,0.3770491803278688,0.41836734693877553
100,0.038461538461538464,0.3770491803278688,0.4897959183673469
101,0.09615384615384616,0.38524590163934425,0.40816326530612246
102,0.5961538461538461,0.38524590163934425,0.47959183673469385
103,0.9423076923076923,0.38524590163934425,0.5918367346938775
104,0.15384615384615385,0.38524590163934425,0.5510204081632653
105,0.5961538461538461,0.38524590163934425,0.5612244897959183
106,0.057692307692307696,0.38524590163934425,0.41836734693877553
107,0.9230769230769231,0.39344262295081966,0.5
108,0.6923076923076923,0.39344262295081966,0.45918367346938777
109,0.9615384615384616,0.39344262295081966,0.42857142857142855
110,0.9230769230769231,0.39344262295081966,0.47959183673469385
111,0.9038461538461539,0.39344262295081966,0.5204081632653061
112,0.019230769230769232,0.39344262295081966,0.5408163265306123
113,0.38461538461538464,0.4016393442622951,0.41836734693877553
114,0.019230769230769232,0.4016393442622951,0.45918367346938777
115,0.0,0.4098360655737705,0.47959183673469385
116,0.019230769230769232,0.4098360655737705,0.5
117,0.8653846153846154,0.4098360655737705,0.42857142857142855
118,0.5961538461538461,0.4098360655737705,0.5918367346938775
119,0.6346153846153846,0.4262295081967213,0.42857142857142855
120,0.6153846153846154,0.4262295081967213,0.5714285714285714
121,0.17307692307692307,0.4262295081967213,0.5612244897959183
122,0.38461538461538464,0.4262295081967213,0.3979591836734694
123,0.4230769230769231,0.4426229508196721,0.5816326530612245
124,0.40384615384615385,0.4426229508196721,0.9183673469387755
125,0.09615384615384616,0.45081967213114754,0.2857142857142857
126,0.25,0.45081967213114754,0.7755102040816326
127,0.4807692307692308,0.45901639344262296,0.3469387755102041
128,0.4230769230769231,0.45901639344262296,0.9591836734693877
129,0.7884615384615384,0.45901639344262296,0.10204081632653061
130,0.38461538461538464,0.45901639344262296,0.7551020408163265
131,0.5576923076923077,0.45901639344262296,0.08163265306122448
132,0.40384615384615385,0.45901639344262296,0.7551020408163265
133,0.1346153846153846,0.4672131147540984,0.336734693877551
134,0.25,0.4672131147540984,0.7142857142857143
135,0.038461538461538464,0.47540983606557374,0.04081632653061224
136,0.21153846153846154,0.47540983606557374,0.8877551020408163
137,0.5,0.47540983606557374,0.061224489795918366
138,0.2692307692307692,0.47540983606557374,0.7346938775510204
139,0.019230769230769232,0.48360655737704916,0.09183673469387756
140,0.3269230769230769,0.48360655737704916,0.7244897959183674
141,0.75,0.4918032786885246,0.04081632653061224
142,0.2692307692307692,0.4918032786885246,0.9387755102040817
143,0.19230769230769232,0.5,0.3979591836734694
144,0.2692307692307692,0.5,0.8775510204081632
145,0.1346153846153846,0.5081967213114754,0.11224489795918367
146,0.19230769230769232,0.5081967213114754,0.9795918367346939
147,0.5769230769230769,0.5081967213114754,0.35714285714285715
148,0.2692307692307692,0.5081967213114754,0.7448979591836735
149,0.3076923076923077,0.5163934426229508,0.21428571428571427
150,0.3076923076923077,0.5163934426229508,0.9081632653061225
151,0.4807692307692308,0.5163934426229508,0.16326530612244897
152,0.40384615384615385,0.5163934426229508,0.8877551020408163
153,0.5,0.5163934426229508,0.19387755102040816
154,0.38461538461538464,0.5163934426229508,0.7653061224489796
155,0.5576923076923077,0.5163934426229508,0.15306122448979592
156,0.17307692307692307,0.5163934426229508,0.8979591836734694
157,0.36538461538461536,0.5163934426229508,0.0
158,0.23076923076923078,0.5163934426229508,0.7857142857142857
159,0.3076923076923077,0.5163934426229508,0.0
160,0.23076923076923078,0.5163934426229508,0.7346938775510204
161,0.7307692307692307,0.5245901639344263,0.3469387755102041
162,0.21153846153846154,0.5245901639344263,0.8367346938775511
163,0.019230769230769232,0.5409836065573771,0.04081632653061224
164,0.25,0.5409836065573771,0.9387755102040817
165,0.6153846153846154,0.5737704918032787,0.25510204081632654
166,0.34615384615384615,0.5737704918032787,0.7551020408163265
167,0.46153846153846156,0.5819672131147541,0.19387755102040816
168,0.28846153846153844,0.5819672131147541,0.9591836734693877
169,0.34615384615384615,0.5901639344262295,0.2653061224489796
170,0.2692307692307692,0.5901639344262295,0.6326530612244898
171,0.4230769230769231,0.5901639344262295,0.12244897959183673
172,0.19230769230769232,0.5901639344262295,0.7551020408163265
173,0.34615384615384615,0.5901639344262295,0.09183673469387756
174,0.34615384615384615,0.5901639344262295,0.9285714285714286
175,0.6538461538461539,0.5983606557377049,0.12244897959183673
176,0.23076923076923078,0.5983606557377049,0.8673469387755102
177,0.7692307692307693,0.5983606557377049,0.14285714285714285
178,0.17307692307692307,0.5983606557377049,0.6938775510204082
179,0.7884615384615384,0.639344262295082,0.1326530612244898
180,0.3269230769230769,0.639344262295082,0.9081632653061225
181,0.36538461538461536,0.6721311475409836,0.3163265306122449
182,0.2692307692307692,0.6721311475409836,0.8673469387755102
183,0.5384615384615384,0.680327868852459,0.14285714285714285
184,0.21153846153846154,0.680327868852459,0.8877551020408163
185,0.4423076923076923,0.6885245901639344,0.3877551020408163
186,0.23076923076923078,0.6885245901639344,0.9795918367346939
187,0.6923076923076923,0.7049180327868853,0.23469387755102042
188,0.19230769230769232,0.7049180327868853,0.6836734693877551
189,0.4423076923076923,0.7213114754098361,0.16326530612244897
190,0.34615384615384615,0.7213114754098361,0.8571428571428571
191,0.3076923076923077,0.7213114754098361,0.22448979591836735
192,0.2692307692307692,0.7213114754098361,0.6938775510204082
193,0.28846153846153844,0.8032786885245902,0.07142857142857142
194,0.38461538461538464,0.8032786885245902,0.9183673469387755
195,0.5576923076923077,0.860655737704918,0.15306122448979592
196,0.3269230769230769,0.860655737704918,0.7959183673469388
197,0.5192307692307693,0.9098360655737705,0.2755102040816326
198,0.2692307692307692,0.9098360655737705,0.7448979591836735
199,0.2692307692307692,1.0,0.17346938775510204
200,0.23076923076923078,1.0,0.8367346938775511
